Accession	GeneName	Description	PG.Qvalue	S0.1	S0.2	S0.3	S3.1	S3.2	S3.3	S6.1	S6.2	S6.3	S9.1	S9.2	S9.3	S12.1	S12.2	S12.3	S24.1	S24.2	S24.3
Q8IUC6	TICAM1	TIR domain-containing adapter molecule 1	1.25E-46	85566.28906	94152.53906	134629.4531	77904.17969	82569.20313	63169.26172	76485.27344	89340.19531	94837.02344	73935.89063	85450.625	62706.76563	78579.64063	80405.85938	88645.9375	75207.54688	88230.32813	86483.48438
Q8IUD2	ERC1	ELKS/Rab6-interacting/CAST family member 1	8.07E-48	14947258	16176629	15910199	15389595	14029178	15830428	15406864	14844804	15394910	14274266	13975082	14557032	14181034	15306052	14165600	14262799	14331281	13541239
Q8IUD6	RNF135	E3 ubiquitin-protein ligase RNF135	4.98E-15	677705.375	265049.125	NaN	NaN	73361.55469	NaN	NaN	NaN	NaN	NaN	199227.625	562769.25	180344.0625	900941.3125	302206.375	NaN	NaN	NaN
Q8IUE6	H2AC21	Histone H2A type 2-B	2.20E-16	5528717	6948963	7665010.5	6355558	5094626	6879000	6412074.5	6452617	6571294.5	5796234.5	5808970	5275805.5	5393522	6259206.5	6710186	4875042.5	5818247.5	5406273
Q8IUF8	RIOX2	Ribosomal oxygenase 2	8.97E-38	1537795.375	1931530.125	1639307.375	1451765.875	1570313.125	1684946.625	1919407.75	1422573.625	2249212.75	1632857.625	1646340.125	1139952.875	1412663.75	1604485.875	1480524.25	1448896.625	1446859.5	1438102.625
Q8IUH3	RBM45	RNA-binding protein 45	1.02E-33	1496501.125	1287750.5	1832137	1510500.875	1479640.625	1648480.75	1878099.125	1664230.5	1608768.25	1376537.75	1518531.5	1457769.875	1528320.75	1425225.375	1323808.375	1393348	1412018.25	1468927.25
Q8IUH4	ZDHHC13	Palmitoyltransferase ZDHHC13	2.25E-25	444525.6563	680784	746031.4375	761702.9375	1475850.125	561746.6875	943722	976202.9375	500969.375	677757.1875	434208.6563	487394.5313	274416.4688	829658.6875	1137276.125	508239.625	543811.75	467901.8125
Q8IUH5	ZDHHC17	Palmitoyltransferase ZDHHC17	1.04E-11	74754.35938	NaN	NaN	NaN	NaN	237846.9219	314481.625	365684.3125	276955.2813	NaN	379860.3438	185784.2344	361821.9063	NaN	234467.1094	221346.1719	348127.625	334938.2188
Q8IUI8	CRLF3	Cytokine receptor-like factor 3	1.20E-41	4134522.25	4521925	3979915.75	4674148.5	4676011.5	4042526	4202408	3803261.25	3618186.25	4017750.75	4382762	3533999	4049779.5	3827547.5	4017690.75	4071349.75	3584534.5	3413226.5
Q8IUQ4	SIAH1	E3 ubiquitin-protein ligase SIAH1	0.000364636	NaN	3891941	3200991.75	1158735.25	3463767	NaN	654432.6875	1047819.688	NaN	NaN	2414701	2834101.25	NaN	2919991.75	3428127.75	NaN	1956927.75	2244621.25
Q8IUR0	TRAPPC5	Trafficking protein particle complex subunit 5	6.65E-28	2165113	2095937.75	1025118.063	2205460.75	2314174.25	1636934.125	2046569.25	2079609.375	2107216.25	2168863.25	2205717	1854489.75	2036847.5	2949378	1708022	1611653	1973734.875	1986078.75
Q8IUR5	TMTC1	Protein O-mannosyl-transferase TMTC1	4.08E-31	50363.8125	14438.89746	130950.4297	51776.55859	NaN	79245.28125	39253.28516	NaN	NaN	288042.125	76000.77344	15819.78906	60577.16797	55821.60547	61923.94531	38363.04688	64268.41406	140345.25
Q8IUR7	ARMC8	Armadillo repeat-containing protein 8	4.47E-36	238070.2188	300264.125	457875.4375	293159.5625	277472.2813	207700.4844	330572.5625	396621.75	332196.6563	416920.5938	326700.5938	179209.8438	265770.8438	238187.3281	241453.8906	275475.7813	264110.9375	164093.9375
Q8IUW5	RELL1	RELT-like protein 1	4.88E-29	778868.25	1951561.75	NaN	747100.625	1523252.5	NaN	749245.9375	543990.4375	658150	751186.125	759050.6875	530892.125	418553.2813	720628.25	745536.125	671614.875	851292.75	472464.4063
Q8IUX1	TMEM126B	Complex I assembly factor TMEM126B, mitochondrial	1.05E-23	225359.0781	567987.5625	969854.5625	606830.9375	433488.9063	627363.4375	923971.3125	777901.4375	1034431.688	577161.125	684750.3125	623365.0625	721811.8125	785008.875	421392.4688	768798.9375	879727.9375	705036
Q8IV08	PLD3	5'-3' exonuclease PLD3	2.62E-39	6664402	6574684.5	7441317	6783222	5944940.5	5503439	7614132.5	8637488	6589459.5	6545944.5	6843386.5	6886855	7166490.5	6390128	6673964	8513878	8209317	9318799
Q8IV20	LACC1	Purine nucleoside phosphorylase LACC1	1.34E-19	52575.17578	63250.34375	46090.89844	44662.19531	58068.29297	30216.34375	85286.51563	46638.14844	44111.91406	43019.92188	54676.19922	69086.11719	38074.30469	52825.85938	43510.71875	40092.26953	91998.79688	40014.97266
Q8IV32	CCDC71	Coiled-coil domain-containing protein 71	3.19E-25	1230480.625	1495566	1304803	1101756.375	1109582.375	1384838.875	2560279	1772461.625	1288934.5	1416316.875	1044361.688	738359.5	2210746.75	990596.875	1352245.625	886535.25	859500.3125	1074080.25
Q8IV38	ANKMY2	Ankyrin repeat and MYND domain-containing protein 2	1.25E-35	3622216	3577402.75	4853654.5	3972458	4657509	3288258.25	4358911.5	3910349.25	4325716	3866618.5	3966985.25	4090217.5	4500522	4171035.5	4565491.5	4304913	3671384	4547091
Q8IV48	ERI1	3'-5' exoribonuclease 1	5.59E-44	16412432	18569008	23446278	21498902	21501988	17556454	23082580	20002556	21729688	21632860	19769412	19407820	20287968	21213040	22164564	22470688	19610404	21896270
Q8IV50	LYSMD2	LysM and putative peptidoglycan-binding domain-containing protein 2	1.24E-21	2578814.5	2611789.75	2357300.75	2582600.25	2083887.375	3060238.5	2569955.5	2683872.25	2519527	2200629	2310106	2122043.5	2006473	2403423	2017046.75	1915166.875	1846232.75	2326246
Q8IV53	DENND1C	DENN domain-containing protein 1C	1.14E-05	NaN	NaN	NaN	258198.75	267277.0313	NaN	NaN	NaN	NaN	NaN	99229.21094	NaN	190922	NaN	NaN	166867.7344	63568.40234	254770.0938
Q8IV63	VRK3	Inactive serine/threonine-protein kinase VRK3	1.06E-14	640474.625	418876.0313	685785.8125	97695.14844	283715.8125	497521.7813	536882.0625	1045381.188	325647.375	391638.5313	454169.125	718586.75	202069.2813	211621.2188	308481.5	241290.2813	146823.0938	206988.75
Q8IV76	PASD1	Circadian clock protein PASD1	5.00E-26	1453387.5	2866528	3224333.5	2843567.25	2232125.5	2743940.75	2276058	2990027	3160543	2493498.25	1952677.875	2260964	1369716.625	1764613.875	1983813	2453034.75	2227442	2254275
Q8IVB5	LIX1L	LIX1-like protein	6.95E-35	4364597	4872586.5	6258970.5	5114650	4018004.75	4213820	5676029	5935807.5	3697540.25	4958243	4566861	3601669.75	3660453	3972760	3533963	4134276	4371196.5	3736585
Q8IVC4	ZNF584	Zinc finger protein 584	7.06E-08	NaN	47242.85938	25910.59961	NaN	41227.70703	NaN	298048.8125	NaN	11647.53418	NaN	NaN	8988.521484	NaN	12975.58789	NaN	32239.21875	NaN	NaN
Q8IVD9	NUDCD3	NudC domain-containing protein 3	6.04E-45	5905733	5623859.5	5843355	6367594.5	6712067	5999837	6596197.5	6448358	6625007.5	6518573	6240243.5	6018242.5	6150502.5	6584108.5	6240658	5132830.5	6433129.5	5581775.5
Q8IVF2	AHNAK2	Protein AHNAK2	7.70E-41	10541308	10537925	11139700	10172064	10982457	11038098	11120362	11658701	11231745	9951921	10881251	10515736	9786845	10945736	11042891	11162714	10926309	11218647
Q8IVF7	FMNL3	Formin-like protein 3	2.39E-06	NaN	2038139.25	NaN	NaN	875602.375	1062371.25	686101.1875	NaN	730296.4375	792869.25	881387.25	891688.25	975069.0625	1018544.813	584616.625	721662.75	767399.1875	983511.25
Q8IVG5	SAMD9L	Sterile alpha motif domain-containing protein 9-like	0.005130488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8IVH4	MMAA	Methylmalonic aciduria type A protein, mitochondrial	6.68E-26	978655.375	657014.25	NaN	950800.1875	378752.1563	NaN	329023.25	780584.8125	NaN	637028.8125	1204586	463471.125	679350.0625	1010053.688	285218.25	590740.1875	708276.9375	673995.6875
Q8IVH8	MAP4K3	Mitogen-activated protein kinase kinase kinase kinase 3	7.01E-26	4942951	5524414	6270991	5113765	5537486	5245440	3969958	4546213.5	4550052	3569970.25	5009569	4938583.5	4297260.5	4993962.5	5138962.5	3856782.5	3679099.5	4288173.5
Q8IVL1	NAV2	Neuron navigator 2	2.98E-29	667034.75	768634.25	697638.0625	578746.75	434601.8125	444703.6875	528213.4375	672914.5	363922.4063	348774.7813	545062.5	616231.0625	525001.5625	334225.9063	702830.1875	465218.7813	439020.4688	454584.3125
Q8IVL5	P3H2	Prolyl 3-hydroxylase 2	7.32E-49	2079790.375	1924537.5	2080289	2138104.5	1846784.5	2249177.75	1928858.75	1784934	1943759	2008926.375	1897087.5	1706412	1733544.875	1535800.125	1858052.75	1714245.875	1397293.875	1261647.625
Q8IVM0	CCDC50	Coiled-coil domain-containing protein 50	7.59E-48	2977727	2882452.75	3250323.5	3018625	3062737.5	3609045.25	2984879.75	2934803	2847761.75	2849756.75	2888867	3039824	2876133.5	3234710.25	2563539	3010574	2740395	3289819.5
Q8IVP5	FUNDC1	FUN14 domain-containing protein 1	4.89E-29	NaN	96822.86719	45888.14844	NaN	NaN	45734.75391	26877.50781	NaN	NaN	33103.56641	37570.14844	26409.23438	37721.70703	25721.26758	36850.69922	25671.63867	10.96518898	47229.76172
Q8IVQ6	ZDHHC21	Palmitoyltransferase ZDHHC21	2.31E-23	115754.8984	0.993458688	91322.74219	75713.15625	89082.5	170334.5469	NaN	181425.5313	105429.1094	205016.3594	101108.6094	123252.1563	81443.77344	98295.15625	55707.51563	139249.0156	53001.85938	202333.8281
Q8IVS2	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	1.50E-35	5726428	4656697	5049203	5964259.5	5272364	4935825.5	6273363.5	4532532	4057971	6036880	4953143.5	5481823.5	4997442	5027066	5619690.5	4961209	4565212.5	4618690
Q8IVT2	MISP	Mitotic interactor and substrate of PLK1	2.04E-36	3562976.75	3099956.5	3562106.5	3440458.5	3498844.25	3720985.5	3608076	3451965.25	3414146.5	3288350	3473528.25	3134268.75	2833268	2896676.5	2986879.25	2468169.5	2620028.5	2400351.75
Q8IVT5	KSR1	Kinase suppressor of Ras 1	4.29E-35	316007.75	377647.3125	412948.6875	263578.1875	278710.4688	280016.25	504467.6875	306817.5	508789.2188	323079.9063	442207.75	380234.5313	235348.3594	439172.9063	276666.4375	373869.2813	218614.5313	345584.3438
Q8IVV7	GID4	Glucose-induced degradation protein 4 homolog	1.44E-12	1440116.25	934559.3125	NaN	1032350.688	946486	1507391.75	1320100.625	3245776.75	NaN	2156310.5	1291590.25	1751777.25	1578396	1280166.75	1029702	1085183.5	NaN	1546862.375
Q8IW35	CEP97	Centrosomal protein of 97 kDa	6.49E-20	3035345	4084933	2562381.25	824561.125	569810.875	1786814.5	1297308.125	1381815.25	1083456.375	2261987.25	1775295	945480.0625	1903614.125	1254270.375	623569.4375	1034054.688	944926	1764197.75
Q8IW36	ZNF695	Zinc finger protein 695	2.61E-24	621641.625	371664.1875	368485.6875	545476.4375	281413.5938	406521.5	240859.2188	903141.8125	253971.5156	648599.4375	405151.7813	406055.5	490579.1563	198947.1875	535590.1875	184321.5469	353535.5313	279949.0938
Q8IW41	MAPKAPK5	MAP kinase-activated protein kinase 5	6.77E-25	902430.9375	1376571.125	1236607.75	881491.75	520041.375	673665.3125	552451.1875	734005	664881.25	1138133.375	911342.1875	812987.625	892413.5625	542934.375	327964.2813	699643.8125	797837.75	518744.8125
Q8IW45	NAXD	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	8.98E-34	1951648.125	496874.6563	3273554.5	1107202.625	968383	551882.875	1009230.125	616352.9375	1041256.563	681490.25	2433839	880233.5	1077886.875	385765.25	3209182.75	531204.625	751619.125	1950957.75
Q8IW92	GLB1L2	Beta-galactosidase-1-like protein 2	1.18E-30	324899.625	173214.2344	182621.2188	111384.7109	153989.0469	148557.3125	197628.2031	69369.73438	117754.2344	227388.0938	75004.35938	244285.2969	77709.25781	96108.53906	106126.9922	167541.4375	123545.3359	122965.125
Q8IWA0	WDR75	WD repeat-containing protein 75	7.79E-35	2715915.25	2401832.75	2398334.25	2642386.75	2840555.25	2738415.5	2813465	2908993.75	2786886.75	2697366.25	2706572.5	2757628.75	2673428.25	2600912.5	2618721.75	2783855.5	2461569.75	2718871
Q8IWA4	MFN1	Mitofusin-1	1.33E-40	4582617	5022103	4603412.5	4680012.5	4632441	4512038	5563217.5	4919455	4768283.5	5014591	4311081.5	4892625.5	4331646.5	4888275	4974020	5302312.5	4847017	4687442.5
Q8IWA5	SLC44A2	Choline transporter-like protein 2	4.62E-25	1574628.75	1549997	1499816	1652121.75	1271791.75	1445402.375	1963298.75	1452054.125	1440070.375	1636431.75	1495518.5	1822571.75	1435976.25	1260556.375	1095935.625	1519386.625	1589491.25	1600249.25
Q8IWA6	CCDC60	Coiled-coil domain-containing protein 60	4.97E-05	95035.15625	86458.73438	325784.9063	NaN	168272.4688	80351.71875	265356.625	71037.94531	361703.5313	NaN	77896.57813	NaN	34.75416565	56018.87109	86116.4375	NaN	84973.40625	NaN
Q8IWB1	ITPRIP	Inositol 1,4,5-trisphosphate receptor-interacting protein	6.04E-36	1228473.5	1521921.75	1115738.125	1353129.875	1222276.375	1144561.625	1130619.25	1417155	1182397.5	1256651.5	1071724.25	1049590.75	1158817.625	1227933.875	1169577.875	1085934.625	1029313.75	956769.9375
Q8IWB7	WDFY1	WD repeat and FYVE domain-containing protein 1	6.80E-26	1510794	595131.0625	1024377.625	822529.1875	656607.375	NaN	590802.125	788167.1875	699123.1875	305322.9688	262440.2813	257188.7656	636005.8125	386977.875	202555.3281	527417.6875	116904.9141	200979.3125
Q8IWB9	TEX2	Testis-expressed protein 2	2.08E-30	290939.5313	202163.1094	263251.2188	315159.2188	259631.5469	291858.25	341746.4063	311715.4688	179139.2344	275462.0313	325803.9688	254163.5313	293671.0313	294407.4375	299755.3438	208332.8281	319041.625	262906.9375
Q8IWC1	MAP7D3	MAP7 domain-containing protein 3	1.12E-49	3156987.75	3714523	3715457.75	2676802.75	3429619.75	3559517	3648113.5	3693493.25	3837779.5	3224728.5	3402509.25	3275220	2955439	3284068.5	3375009.25	2928786.75	3362972.25	3650454.25
Q8IWD4	CCDC117	Coiled-coil domain-containing protein 117	1.11E-37	3920186.75	4651331	5878110.5	3949709.5	5268083	5293454.5	7726926.5	3677965.75	3381295.25	4714209	5388049	4054714.75	4357692.5	5044750.5	3911844.75	4542892.5	4841552.5	3813643
Q8IWE2	FAM114A1	Protein NOXP20	9.38E-45	2195826.5	2195673	3006623	2927185.5	3027687.25	2765718.25	2360500	2737433	2794818.5	2586916.5	3123260.25	2536782.75	2613137	2183958.5	2607686.25	2854287.25	2715182	2378227
Q8IWE4	DCUN1D3	DCN1-like protein 3	9.82E-26	NaN	2159841	NaN	2263046.75	2156388.5	1873487	1589342.375	1392390.5	1812829.625	NaN	NaN	1930961.625	1133142.125	NaN	NaN	1806876.875	2171420.5	NaN
Q8IWE5	PLEKHM2	Pleckstrin homology domain-containing family M member 2	2.31E-26	3292836.75	2473401.25	3743775.5	3143532	3100370	3495905.5	3660052	3562433	3533608.75	3803520.75	1360574.875	3267891.25	3179946.25	2809887	2984380	3344875	3235475.5	2616668.5
Q8IWF2	FOXRED2	FAD-dependent oxidoreductase domain-containing protein 2	4.87E-25	362261.1563	464617.4063	784804	412608.7813	611640.375	512210.3438	465827.1563	385568.5313	259723.5156	419986.875	362602.125	359829.0313	293174.4063	366556.625	365040.1875	506993.5	295538.1563	510090.625
Q8IWF6	DENND6A	Protein DENND6A	3.50E-05	67796.89844	1.099289298	NaN	97395.05469	NaN	NaN	45168.13672	NaN	267563.625	170749.0625	21407.79297	89979.89063	127993.1875	37194.00781	42063.57813	108820.3906	109289.0313	28762.38086
Q8IWI9	MGA	MAX gene-associated protein	7.77E-49	4390550.5	5167679	6079258	4943856	4745882	4187966.5	4924721.5	4759537	4688248	4843082.5	4429429	4938641.5	3973014.25	4942420	4563600	5487150.5	5159134.5	4967940.5
Q8IWJ2	GCC2	GRIP and coiled-coil domain-containing protein 2	8.13E-40	17663442	15976990	19704480	18497434	17819592	18012230	17373232	16988986	18615276	18466026	17132022	18485160	17925034	17657398	17063354	18662344	18380684	18530312
Q8IWL3	HSCB	Iron-sulfur cluster co-chaperone protein HscB	1.21E-30	12968431	13085182	12584986	8380073	12256810	14653456	18766774	12675510	15298537	14173146	10231048	8887244	12306300	11601105	8131075	14076646	10411917	8423607
Q8IWP9	CCDC28A	Coiled-coil domain-containing protein 28A	2.89E-26	629159.125	787845	401421.8125	681951.6875	1053256.5	662124.0625	428713	608797.375	443467.625	406360.5	207030.2188	143067.0781	181346.6094	210713.6875	183309.4063	579453.875	550634.375	306368.0625
Q8IWR0	ZC3H7A	Zinc finger CCCH domain-containing protein 7A	1.02E-42	1775468.25	1837802	1524556.625	1864003.125	1693734	1738925.25	1932229.375	1846065	1769381.5	1636213.875	1757917	1773612.125	1641376.625	1667018.375	1710740.125	1912580	1744070.875	1785042.5
Q8IWR1	TRIM59	Tripartite motif-containing protein 59	1.51E-41	1779933.75	836990.6875	1371303.625	965933.0625	1255867	984052.3125	1420819.875	1838917.625	1186742.75	1121429	1783241	696340.8125	677278.6875	1160382.5	1045513.375	323457.125	745191	646015.875
Q8IWS0	PHF6	PHD finger protein 6	3.50E-35	3603881.5	3567207	3347053	3171577.25	3202344	3009719.25	3229897.5	3323286.25	2666761.25	3050373.75	2915674.75	3097801.75	3104596.25	3203691.75	3111585.5	2808380	3104230	3090284.5
Q8IWT0	ZBTB8OS	Protein archease	2.50E-16	2107364.25	2638392.25	3783202	2045734.5	3805912	2680998	3378509	2857362.5	2031985.375	2799358.75	2476108.25	2594131.75	2253110.75	1946101	2052224.625	1817050.25	3161724.75	2569328.75
Q8IWT3	CUL9	Cullin-9	0.005550329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8IWT6	LRRC8A	Volume-regulated anion channel subunit LRRC8A	3.19E-29	996230.9375	1050708.125	1045918.75	1045010.313	921062.25	833353.5625	924937.5625	1009182.125	1079795.25	1000753.938	954207.75	891889	1096732.875	1015023.813	944465.375	1029146.875	1000999.25	1054524.375
Q8IWU2	LMTK2	Serine/threonine-protein kinase LMTK2	5.54E-24	4514710	4341255.5	2968117.5	4139281.75	4205766	3851729	6427509.5	3934848.75	4487107.5	4022557.5	5195605.5	4119545.75	3315523	3258072.25	3781563	3525426.25	3290892.5	3517441
Q8IWV7	UBR1	E3 ubiquitin-protein ligase UBR1	8.81E-46	852907	818962.3125	834991.25	937156.75	924036.0625	853340.6875	862004.1875	1042346	897431.75	1143067.125	1062877.5	910302.1875	889454.125	1050514.875	1020253.875	912965.9375	797116.0625	932259.9375
Q8IWV8	UBR2	E3 ubiquitin-protein ligase UBR2	1.84E-49	632332.3125	751949.5625	625714.0625	739825.9375	649955.9375	599754.75	741597.75	722257.8125	819345	717957.0625	745008.0625	659081.375	642377.1875	736451.9375	802814.6875	750515	747277.625	735931.4375
Q8IWW6	ARHGAP12	Rho GTPase-activating protein 12	1.26E-40	9048284	8347816.5	7175844.5	7354546	6950052	6962996	7487014.5	7095618	8111472	7612860.5	8119256.5	6946800.5	7357782	6998097	7707761.5	7074057	8550505	7509088.5
Q8IWX8	CHERP	Calcium homeostasis endoplasmic reticulum protein	2.95E-35	6521299.5	6039429	6188988.5	6479228.5	6014135	6507975	6787000	7144893	6497364.5	6324853	6571113	6405353.5	7077483	6484054	6602236.5	6308798	6255181	6282059.5
Q8IWY8	ZSCAN29	Zinc finger and SCAN domain-containing protein 29	3.83E-46	27990.11133	47822.05469	186671.6094	12004.29883	NaN	NaN	111818.6953	92274.97656	148376.8438	8552.560547	66164.53906	79319.07031	34.95505524	68159.17188	63162.82813	32709.19922	25608.31641	210427.3906
Q8IWY9	CDAN1	Codanin-1	1.43E-32	3513821.25	3025724.5	5075492	3603592.75	3218916.75	3707676.75	5454477.5	3338930	4531201.5	3720743.5	3155517.25	3270108.5	3377874.25	4515025	2806819.5	4323421	3625419.5	4292184
Q8IWZ3	ANKHD1	Ankyrin repeat and KH domain-containing protein 1	7.95E-44	26568574	27236732	29861272	28497192	28092512	28309204	27309466	26363618	29838906	26651818	27379676	27860016	28003876	28370980	27431154	26326380	29266552	25996966
Q8IWZ8	SUGP1	SURP and G-patch domain-containing protein 1	7.17E-34	2299338.5	1970699.625	2436116.5	2064282.125	2590956.75	2266406.75	2386874	2637028.25	2473325.5	2130965.75	2363359.5	2579525.25	2278571	1829631.75	2200478.75	2030913	2555910.75	1894025.75
Q8IX01	SUGP2	SURP and G-patch domain-containing protein 2	7.51E-43	1418890.625	1383692.625	1235889.875	1377306.5	1312958	1397985.625	1429366	1460954.875	1419385.75	1532712	1411955.75	1521272.375	1405508.25	1506781	1358581.125	1457156.625	1468004.875	1748796
Q8IX03	WWC1	Protein KIBRA	2.51E-49	1079902.125	1027381.063	1536548.375	1195612.5	1066630.625	1128912	1419205	1116364.5	1222443.375	1119747.875	1073520.5	845467.125	1320289.875	1052878.75	1094983.25	1291930	799089.25	761221.1875
Q8IX04	UEVLD	Ubiquitin-conjugating enzyme E2 variant 3	5.81E-32	2681643.5	2602471.5	2352216	1797315.625	1115605.375	2337740	2960191	1417217	1646781.125	2177523	1833389.5	2415772.5	2312796.5	2127106.25	2324895.75	1950947.125	2092391.375	2920616.25
Q8IX12	CCAR1	Cell division cycle and apoptosis regulator protein 1	1.90E-49	8649718	7763903.5	7490264	8221824.5	7986522	7709903.5	9131381	7804834.5	7405399.5	7888187.5	8299290.5	7883720	7996697.5	8067809	7220616.5	7721949	7669621.5	7867201.5
Q8IX15	HOMEZ	Homeobox and leucine zipper protein Homez	2.47E-07	2119955	1043694.313	1757952	1579319.25	2092731.75	2538769	1477162	1414717.125	1400502.5	1149067.125	1437767.875	NaN	1178534.125	1537599	1554037.5	1627155.25	1190986.375	1692324.375
Q8IX18	DHX40	Probable ATP-dependent RNA helicase DHX40	1.72E-32	607000.125	1103682.125	944710.75	1074566.125	886554.0625	889595.75	990872.125	1226426.125	627698.5	1159766.875	651473.875	996894.75	951370.1875	869775.5	730261.75	1268717.25	1086263.875	1009829.688
Q8IX21	SLF2	SMC5-SMC6 complex localization factor protein 2	1.00E-17	2767.328613	424121.9688	NaN	NaN	768956.375	570712.3125	NaN	NaN	83154.84375	124669.6563	185361.5	58279.79297	NaN	448337.125	101175.8594	132950.5625	130682.8438	40431.83984
